@relation '/c:/Users/jmonteil/Documents/HCP Anywhere/Documents/Demos/demo Pol/MyMLSample/Data/MLAllData.arff'
@attribute Class {broken,healthy}
@attribute x numeric
@attribute y numeric
@attribute z numeric
@data
broken,-10.2002218062,-19.743209107,67.1372778222
broken,-12.4905387584,-25.6669289565,64.6891112457
broken,-15.6528724059,-33.3895716335,64.0401325751
broken,-19.9096802205,-43.3098191194,66.1567465354
broken,-25.5257135563,-55.5920859531,72.5692640904
broken,-32.7416429315,-69.6664961661,85.3987233723
broken,-41.6036077078,-83.2880986021,106.7429684083
broken,-51.6078855224,-91.3980374367,136.5077023912
broken,-61.1575219819,-86.5043731692,168.6382721083
broken,-67.2407662668,-63.9519497332,190.4480392922
broken,-66.4514502988,-30.2422319011,192.3050403858
broken,-57.7612378833,-0.2855841674,178.0782295972
broken,-43.9670809915,17.3310491189,158.6857566651
broken,-29.255529765,24.3742252658,141.1325731853
broken,-16.3843885576,25.9005849183,127.1997524101
broken,-6.2359949234,25.6534575197,116.42237225
broken,1.4174736629,25.5795177188,108.01956813
broken,7.2163642363,26.5283701689,101.4856140969
broken,11.8512456601,28.8299712144,96.6413901475
broken,15.9261397932,32.5947042786,93.578362218
broken,19.9265952697,37.8211950011,92.6203590023
broken,24.2212992052,44.3741524041,94.303102509
broken,29.057983973,51.8524704428,99.315630229
broken,34.5286607257,59.3611136548,108.2973412014
broken,40.4884494287,65.2680655806,121.3519619056
broken,46.4355573052,67.2155638872,137.2605527661
broken,51.4227588848,62.8682139998,152.8746209065
broken,54.1696681124,51.5856686164,163.8150109319
broken,53.5495082334,35.8299734852,166.9329097969
broken,49.2968198938,20.1891845598,162.4306866258
broken,42.3109874137,8.3733002955,153.1367895184
broken,34.1659425053,1.4357370496,142.0950023769
broken,26.3106931959,-1.5425431119,131.1605591709
broken,19.625916482,-2.0264337296,121.0490724664
broken,14.4293524312,-1.2078431949,111.8713145612
broken,10.676425481,0.1793932162,103.5335786337
broken,8.1571377374,1.7745658227,95.9188744518
broken,6.6253204779,3.4607512005,88.9403605124
broken,5.8658238513,5.2660009103,82.5465957307
broken,5.7218663455,7.3044993364,76.7174795342
broken,6.1016982633,9.7493470702,71.465141655
broken,6.977133977,12.826962542,66.8450412342
broken,8.3810928326,16.8247099344,62.9820204687
broken,10.407560937,22.1035409267,60.1197145334
broken,13.2145961345,29.1027970627,58.7074295247
broken,17.0277643573,38.3091551803,59.5424955907
broken,22.1352981548,50.1253001072,63.9729636237
broken,28.8528986234,64.5032224241,74.085155173
broken,37.4089763356,80.1223898789,92.5318362821
broken,47.660195586,93.0047677188,121.0837958656
broken,58.5428928978,95.4998863602,156.7695893925
broken,67.4125713288,79.2204312931,187.7877505199
broken,70.2464577202,44.9876463301,199.0480475146
broken,64.1843429866,8.1463671578,188.3687470902
broken,50.7352287877,-16.4213813414,167.6387403259
broken,34.6176423567,-27.2676081793,147.5701919186
broken,19.7651822281,-30.1439345899,131.7852147067
broken,7.7869941918,-30.1385866727,120.0677400137
broken,-1.3151452157,-29.9809345695,111.4181163539
broken,-8.1949346606,-30.8281867171,105.1199768063
broken,-13.6269151542,-33.0758343017,100.8767912396
broken,-18.2946557496,-36.780905764,98.7278095666
broken,-22.731355753,-41.8098311132,98.959286279
broken,-27.3101898395,-47.8202117027,102.0181587149
broken,-32.2325950866,-54.137347367,108.3607004382
broken,-37.4897356339,-59.5944257769,118.1432022799
broken,-42.7948612683,-62.4922326986,130.7166146058
broken,-47.5222304115,-60.9594981551,144.131891252
broken,-50.74717467,-53.9226389449,155.2614159895
broken,-51.509286096,-42.2575292287,161.0818048976
broken,-49.2888644478,-28.8749522166,160.4400723111
broken,-44.3895255123,-17.123957259,154.5415416129
broken,-37.8457891315,-8.9510809041,145.7125256023
broken,-30.9110591569,-4.4993688432,135.9452990758
broken,-24.5722534816,-2.9015026694,126.3650884174
broken,-19.3712732867,-3.1316532006,117.4151413621
broken,-15.473764466,-4.4169008507,109.1949128079
broken,-12.8201171984,-6.3102330177,101.6888760663
broken,-11.257744995,-8.6293825438,94.8732857584
broken,-10.6269380067,-11.3766317924,88.7566038414
broken,-10.8068645153,-14.6784032613,83.3984642107
broken,-11.7360338143,-18.7485370927,78.9316466053
broken,-13.4190346011,-23.8661482522,75.6001690123
broken,-15.9263418774,-30.3515200472,73.8224658708
broken,-19.3883846381,-38.5120268503,74.2838763373
broken,-23.9780587691,-48.5079975958,78.0423678411
broken,-29.8652440875,-60.0559086427,86.5638793397
broken,-37.1110035807,-71.8773495511,101.4399676282
broken,-45.4549266136,-80.9606053332,123.3062503707
broken,-53.9762895063,-82.3397300014,149.6545285118
broken,-60.7835152252,-71.1511052535,173.078838032
broken,-63.271736832,-47.7641653983,184.3325917502
broken,-59.5499196879,-20.5452415588,180.3568314445
broken,-50.1887969369,0.6409314267,166.6328474122
broken,-37.9896621296,12.3769945377,150.4293454134
broken,-25.9016645295,16.9256376255,135.6900701208
broken,-15.6231120123,17.7513751395,123.3398911077
broken,-7.6132350959,17.3255361018,113.0752855356
broken,-1.6279300084,16.9925606887,104.4110292866
broken,2.8409877589,17.3927480195,97.0103064402
broken,6.3334102214,18.8237695709,90.7206194629
broken,9.3310964653,21.456039382,85.5484801956
broken,12.2410827653,25.4416116065,81.6523233278
broken,15.4092096872,30.9515272605,79.3711251089
broken,19.1393659048,38.1497216831,79.2860396271
broken,23.7018512916,47.0814122663,82.293348392
broken,29.3129459255,57.4231338243,89.6147081121
broken,36.0593910212,68.0369507509,102.5504446612
broken,43.7340053563,76.3967430609,121.622429355
broken,51.5730624054,78.4168559074,144.89486719
broken,58.0155728459,69.9481978747,166.5407285937
broken,60.8794028528,50.6179199533,178.7583974486
broken,58.4166469569,26.4918935228,177.7916445016
broken,50.7547061327,6.0626760983,166.9782097955
broken,40.0286189245,-6.4677765606,152.4393341582
broken,28.8694840081,-12.0604420813,138.2717672894
broken,19.0463017466,-13.5290719788,125.8860450337
broken,11.2282120525,-13.2309519259,115.2980742001
broken,5.3580126977,-12.5806476727,106.1498931667
broken,1.0527342088,-12.2959836519,98.120479256
broken,-2.1509580778,-12.7117725547,91.0128900571
broken,-4.6855535522,-13.9965190493,84.7419124492
broken,-6.9201852715,-16.2793787397,79.3157668555
broken,-9.1663917039,-19.7192137162,74.8395552264
broken,-11.6990689868,-24.5368816927,71.548004476
broken,-14.7801440362,-31.0155356389,69.873066148
broken,-18.6766380209,-39.4523369764,70.5505733432
broken,-23.6628057702,-50.0120352773,74.7501978157
broken,-29.9866208519,-62.3861920233,84.1348584049
broken,-37.762517933,-75.1387680561,100.5522215869
broken,-46.7328179626,-84.7993541681,124.7476246285
broken,-55.8687866519,-85.5746094607,153.6807321132
broken,-62.998184126,-71.9472966638,178.4662964561
broken,-65.1459711351,-45.0703111527,188.6300065026
broken,-60.3278127393,-15.4483432341,182.0013507458
broken,-49.5567400581,6.0842907254,165.9997756455
broken,-36.20289267,17.041230793,148.6695909357
broken,-23.4243030389,20.7782670408,133.6751967556
broken,-12.8156862198,21.1938932313,121.5212011144
broken,-4.6533871515,20.7831552095,111.6739215585
broken,1.4513830151,20.8064531115,103.5771871433
broken,6.0965998382,21.8311704219,96.9081911171
broken,9.8728967783,24.1122508165,91.5768416209
broken,13.2903417475,27.791962589,87.6940215584
broken,16.7707307494,32.9773125846,85.5706303236
broken,20.6603103899,39.7263256612,85.7474223432
broken,25.236154055,47.9388555277,89.0232868882
broken,30.6848024084,57.1232866064,96.3987489
broken,37.0300386159,66.0278647019,108.7610906859
broken,43.9895168766,72.2701243919,126.0732854343
broken,50.7768626803,72.4746235642,146.1000855234
broken,55.9843252924,63.7882579696,163.7604198097
broken,57.857269135,46.7259500394,173.1604620667
broken,55.185752552,26.4144297611,171.8927490425
broken,48.2806350822,9.2497559288,162.6307631721
broken,38.9132240854,-1.6049992991,149.9880206095
broken,29.1888504731,-6.7265996709,137.2181813748
broken,20.5691424385,-8.1896675593,125.6249216571
broken,13.667028039,-7.8644681204,115.3850562562
broken,8.4994689608,-6.9437897931,106.2974905158
broken,4.7930868599,-6.0560633705,98.1283933219
broken,2.1892908046,-5.484433793,90.7054171234
broken,0.3475969012,-5.3368504711,83.9179053967
broken,-1.0166704682,-5.6526913774,77.6980105222
broken,-2.1293154864,-6.4643402879,72.0066760289
broken,-3.1697214388,-7.832491481,66.8287920814
broken,-4.2887862489,-9.8686334319,62.1775046142
broken,-5.6279495728,-12.7532498428,58.1091147791
broken,-7.3380216376,-16.7541104682,54.7538370766
broken,-9.5978829569,-22.2441423747,52.3735239748
broken,-12.6329852172,-29.709294465,51.4655041404
broken,-16.7312994367,-39.715792649,52.9387210513
broken,-22.2475778076,-52.7575194578,58.3757793654
broken,-29.5699638037,-68.8057447743,70.2937215658
broken,-38.9865512366,-86.2534490629,91.9469197787
broken,-50.3306067149,-100.0800086822,125.3782502246
broken,-62.2704631871,-100.5854291958,166.124684335
broken,-71.4660550292,-77.983779453,198.3062524948
broken,-73.0303088909,-36.2840105241,204.6980456129
broken,-64.2111972829,3.4052482645,187.6646843289
broken,-47.9832503515,26.2812501608,163.5639094509
broken,-30.1597702285,34.6517948592,142.9904161775
broken,-14.6049946075,36.1260600798,128.092831135
broken,-2.4295414825,35.838855896,117.8319905136
broken,6.7548738883,36.101614023,110.9847633544
broken,13.7980915206,37.6910234507,106.8584145525
broken,19.5323951838,40.6930616772,105.238316628
broken,24.6109551423,44.8490113313,106.2107383681
broken,29.4680886276,49.6269223838,109.979620947
broken,34.3062087291,54.1755940861,116.6362831595
broken,39.0748612148,57.2944746008,125.8376298308
broken,43.4475684274,57.5877166111,136.4581235345
broken,46.8412039915,53.9575053594,146.4887264338
broken,48.5491163198,46.3449546746,153.5509542894
broken,48.0201175249,36.1585164143,155.9765060311
broken,45.1733332584,25.7589120402,153.6391875912
broken,40.513872166,17.2428985958,147.7560743002
broken,34.9288385092,11.5845015766,139.9606862307
broken,29.3261976454,8.685733977,131.5480447359
broken,24.372486365,7.9244507296,123.2708992678
broken,20.4249578125,8.6337885873,115.4774302637
broken,17.5950771984,10.3274029285,108.308807085
broken,15.8508353736,12.7417585627,101.8374896281
broken,15.104656939,15.8012304448,96.1430010565
broken,15.2718345804,19.566939146,91.3549081074
broken,16.3026596761,24.1897033282,87.6885936436
broken,18.1955501526,29.8640914303,85.4883272386
broken,20.9960000593,36.7657793694,85.2806732513
broken,24.7807470937,44.9405877918,87.822340371
broken,29.6191088612,54.1012748842,94.0843913593
broken,35.4948287068,63.2990944386,105.0337475863
broken,42.1678524824,70.540202034,120.9874584341
broken,48.9772163748,72.7235185426,140.4480922299
broken,54.676328895,66.6968025152,159.1351918279
broken,57.5612425639,51.8257854625,171.1183503693
broken,56.1847328595,32.030435204,172.7384851043
broken,50.3877014222,13.7400362862,165.3793089838
broken,41.5922617896,1.1925959578,153.4278093527
broken,31.8963419899,-5.3053776352,140.6180891388
broken,22.9679292799,-7.581425646,128.7255679652
broken,15.6360840977,-7.6115345746,118.1619421327
broken,10.0566556163,-6.7591386188,108.7953891519
broken,6.0208649999,-5.7800385555,100.3935934406
broken,3.1886481466,-5.0295813102,92.7692379427
broken,1.216273077,-4.6465428407,85.7972564566
broken,-0.1908027433,-4.673789692,79.398195483
broken,-1.266719611,-5.1289182457,73.5217720976
broken,-2.1936472833,-6.0439350328,68.1382125409
broken,-3.1177163432,-7.4886401373,63.2373389838
broken,-4.1667380538,-9.5875233692,58.8352072607
broken,-5.4677265295,-12.5362165596,54.9905352828
broken,-7.1641641367,-16.6203411372,51.8371421304
broken,-9.4336466168,-22.2353262999,49.6447172038
broken,-12.5060497407,-29.8967642023,48.9290350141
broken,-16.6798212115,-40.2087065605,50.641059359
broken,-22.3267536953,-53.7044290186,56.4522247326
broken,-29.8573957729,-70.3646355291,69.0443634571
broken,-39.5791333144,-88.4690224318,91.9012688498
broken,-51.3127067025,-102.5798590831,127.1485092241
broken,-63.6168232739,-102.1925733161,169.6640888811
broken,-72.875003284,-77.0848678173,201.9363168739
broken,-73.885370772,-32.7656913888,206.2256472689
broken,-64.01664772,7.5583837734,186.9565664753
broken,-46.8386401616,29.5894799216,161.9096948242
broken,-28.4958913416,37.0830599154,141.366718843
broken,-12.75694304,38.1505432033,126.9178627167
broken,-0.5391463416,37.8406714148,117.2781156907
broken,8.67200992,38.2817883402,111.1771901051
broken,15.7783567408,40.0990244008,107.9375336062
broken,21.6153169792,43.2474847695,107.3566624984
broken,26.8070372489,47.3285986301,109.4906144165
broken,31.7322119804,51.6487198167,114.4267402126
broken,36.5121738611,55.200243828,122.006724142
broken,40.9973106531,56.7243074148,131.5012411607
broken,44.7717898759,55.016458287,141.3879643019
broken,47.2305102946,49.5177635345,149.5409902237
broken,47.7794510722,40.8878879187,154.0040696757
broken,46.1254759153,30.9651840991,153.931369967
broken,42.4870058794,21.9034924803,149.8827381864
broken,37.5469626637,15.1552217112,143.2437540852
broken,32.1729448351,11.1104882634,135.4078774547
broken,27.1179552579,9.4145124423,127.3398412222
broken,22.8691289821,9.4599743927,119.5625307407
broken,19.6509318807,10.7107276668,112.3190013503
broken,17.5052828693,12.8210443818,105.7280039848
broken,16.3810656323,15.6371882546,99.8828768107
broken,16.2025350617,19.156640143,94.9080444109
broken,16.9115202812,23.4804692466,90.9983005498
broken,18.4880680329,28.7653449868,88.4582860163
broken,20.9546145018,35.163873213,87.748163921
broken,24.3648365925,42.7283974962,89.5248643977
broken,28.7720912094,51.242651203,94.6352070631
broken,34.1650256079,59.9519820341,103.9551996139
broken,40.3538951502,67.2347770073,117.8986925104
healthy,-0.2695951575,-1.4048538852,19.7828052587
healthy,-0.3604158557,-1.4173079123,19.3648586418
healthy,-0.4449672202,-1.4367082878,18.9568559622
healthy,-0.5243065056,-1.4631456555,18.5585801293
healthy,-0.5994136376,-1.4967150169,18.1698409643
healthy,-0.671197748,-1.5375251416,17.7904735577
healthy,-0.7405039395,-1.5857064969,17.4203372304
healthy,-0.808120144,-1.6414179537,17.0593150728
healthy,-0.8747839688,-1.7048524963,16.707314039
healthy,-0.941189451,-1.7762421316,16.3642655823
healthy,-1.0079936655,-1.8558621672,16.0301268284
healthy,-1.0758231456,-1.9440350027,15.7048822922
healthy,-1.1452800942,-2.0411335512,15.3885461603
healthy,-1.2169483707,-2.1475843884,15.0811651701
healthy,-1.2913992522,-2.2638707024,14.782822134
healthy,-1.3691969682,-2.3905350957,14.493640169
healthy,-1.4509040184,-2.528182269,14.2137877106
healthy,-1.5370862784,-2.6774815928,13.9434844011
healthy,-1.6283179036,-2.8391695481,13.6830079654
healthy,-1.7251860351,-3.0140519895,13.4327021987
healthy,-1.8282953115,-3.2030061518,13.1929862142
healthy,-1.9382721787,-3.4069822855,12.9643651134
healthy,-2.0557689873,-3.6270047625,12.7474422623
healthy,-2.1814678493,-3.8641724389,12.5429333709
healthy,-2.3160842164,-4.1196580039,12.3516825913
healthy,-2.4603701194,-4.3947059604,12.1746808552
healthy,-2.6151169867,-4.6906288,12.0130866747
healthy,-2.7811579318,-5.008800816,11.8682496213
healthy,-2.9593693625,-5.3506488722,11.7417366668
healthy,-3.1506717233,-5.7176392856,11.6353615199
healthy,-3.3560291283,-6.1112597987,11.5512170013
healthy,-3.5764475819,-6.5329954017,11.4917103635
healthy,-3.8129714075,-6.9842965295,11.4596012595
healthy,-4.0666774173,-7.4665378855,11.458041774
healthy,-4.3386662547,-7.9809658699,11.4906175278
healthy,-4.6300502239,-8.5286323031,11.5613883212
healthy,-4.9419367903,-9.1103118833,11.674926054
healthy,-5.2754067977,-9.7264006368,11.8363467252
healthy,-5.6314863048,-10.3767925681,12.0513321169
healthy,-6.0111108059,-11.0607319064,12.3261353124
healthy,-6.4150804939,-11.7766388801,12.66756245
healthy,-6.8440051648,-12.5219080233,13.0829211432
healthy,-7.2982373935,-13.2926798209,13.5799238889
healthy,-7.7777927877,-14.0835892941,14.1665327599
healthy,-8.2822565082,-14.8874991724,14.8507300896
healthy,-8.8106759213,-15.6952308253,15.6401992529
healthy,-9.3614403137,-16.4953132745,16.5419007942
healthy,-9.9321501505,-17.2737792624,17.561533065
healthy,-10.5194804795,-18.0140470215,18.7028743543
healthy,-11.1190458028,-18.6969359725,19.967016401
healthy,-11.7252770164,-19.3008721484,21.3515179652
healthy,-12.331324627,-19.8023418932,22.8495317654
healthy,-12.9290060083,-20.1766466361,24.4489869724
healthy,-13.5088172585,-20.3989933516,26.1319387712
healthy,-14.0600313459,-20.4459214002,27.874219777
healthy,-14.5709025503,-20.29701588,29.6455364787
healthy,-15.0289916167,-19.9367937214,31.4101376128
healthy,-15.421615785,-19.3565807153,33.1281326827
healthy,-15.7364129795,-18.5561407599,34.7574559399
healthy,-15.9619912019,-17.5447920158,36.2563620728
healthy,-16.088615267,-16.3417662165,37.5862241308
healthy,-16.108867343,-14.975646384,38.7143102905
healthy,-16.0182096663,-13.4828486637,39.6161737786
healthy,-15.815380786,-11.9052721817,40.2773200413
healthy,-15.5025720977,-10.2873896913,40.6939185502
healthy,-15.0853575052,-8.673152178,40.8724824316
healthy,-14.572381079,-7.1031052052,40.8286093869
healthy,-13.9748390091,-5.6120583564,40.5850199496
healthy,-13.3058165569,-4.2275301551,40.1692121165
healthy,-12.5795536448,-2.9690438608,39.6110628969
healthy,-11.810712862,-1.8482120707,38.940656505
healthy,-11.0137127987,-0.8694483855,38.1865293381
healthy,-10.2021716457,-0.0310950322,37.3744212737
healthy,-9.3884855166,0.6732466749,36.5265341533
healthy,-8.5835469413,1.2533639507,35.6612349582
healthy,-7.7965940699,1.7211893515,34.7931066282
healthy,-7.0351713962,2.0897451922,33.933239962
healthy,-6.3051780691,2.3723083065,33.0896682324
healthy,-5.6109791591,2.5817940191,32.2678641706
healthy,-4.9555573048,2.7303368307,31.4712403433
healthy,-4.340685774,2.8290346447,30.7016142792
healthy,-3.7671081405,2.8878205527,29.9596166494
healthy,-3.234713845,2.9154283811,29.2450335485
healthy,-2.7427024669,2.9194230067,28.55708263
healthy,-2.2897324291,2.906272184,27.8946281819
healthy,-1.87405206,2.8814422283,27.2563429987
healthy,-1.4936125169,2.8495048072,26.6408258997
healthy,-1.146163131,2.8142460869,26.0466835996
healthy,-0.8293303936,2.7787725609,25.4725848518
healthy,-0.5406821572,2.7456101542,24.917293689
healthy,-0.2777787723,2.71679479,24.3796874136
healthy,-0.0382128873,2.6939536909,23.8587638654
healthy,0.1803604389,2.6783773827,23.3536414895
healthy,0.3802017944,2.6710827944,22.8635548748
healthy,0.5634722744,2.6728680874,22.387847734
healthy,0.7322239395,2.6843599606,21.9259647367
healthy,0.8883948212,2.7060542127,21.4774431787
healthy,1.0338075725,2.738350328,21.0419051426
healthy,1.1701709929,2.7815808116,20.6190505677
healthy,1.2990837784,2.8360359385,20.2086514752
healthy,1.4220399512,2.901984522,19.8105474805
healthy,1.5404355169,2.979691234,19.4246426452
healthy,1.6555759742,3.069430949,19.0509036779
healthy,1.7686843722,3.1715005159,18.6893594666
healthy,1.8809096637,3.2862283018,18.3401019199
healthy,1.9933351548,3.4139817909,18.0032880916
healthy,2.1069868857,3.5551734637,17.6791435766
healthy,2.2228418119,3.7102651255,17.3679671732
healthy,2.341835677,3.8797707948,17.0701368255
healthy,2.4648704864,4.0642582057,16.7861168674
healthy,2.592821504,4.2643489187,16.5164666055
healthy,2.7265436971,4.4807169722,16.2618502829
healthy,2.8668775591,4.7140859405,16.0230484677
healthy,3.0146542296,4.9652241937,15.8009709067
healthy,3.1706998268,5.2349380756,15.5966708653
healthy,3.3358388867,5.5240626322,15.4113609504
healthy,3.5108967863,5.8334494302,15.246430361
healthy,3.6967009978,6.1639509037,15.1034634476
healthy,3.8940809903,6.5164005591,14.9842593597
healthy,4.1038665558,6.8915882563,14.8908524285
healthy,4.3268842918,7.2902296679,14.8255327519
healthy,4.5639519219,7.7129289115,14.7908662137
healthy,4.8158700811,8.1601332578,14.7897128674
healthy,5.0834111352,8.6320787574,14.8252422351
healthy,5.367304545,9.1287256252,14.9009436051
healthy,5.6682182314,9.6496823024,15.0206288494
healthy,5.9867353571,10.1941173254,15.1884246283
healthy,6.3233259145,10.7606585192,15.4087501098
healthy,6.6783125229,11.3472796656,15.6862755466
healthy,7.0518298943,11.95117575,16.0258562691
healthy,7.4437775628,12.5686292435,16.4324359782
healthy,7.8537656972,13.1948717097,16.9109127905
healthy,8.2810541782,13.8239473917,17.4659615094
healthy,8.7244856353,14.4485883526,18.1018063428
healthy,9.1824138527,15.0601141302,18.8219400791
healthy,9.6526298749,15.6483725402,19.6287889436
healthy,10.1322892881,16.2017418168,20.5233273266
healthy,10.6178454904,16.7072171241,21.5046535436
healthy,11.1049952211,17.150605718,22.5695467576
healthy,11.5886440609,17.51685359,23.712035744
healthy,12.0629008232,17.7905210617,24.9230213108
healthy,12.5211104423,17.9564144131,26.1900041736
healthy,12.9559347599,18.0003646006,27.4969764799
healthy,13.3594891472,17.9101227818,28.8245350424
healthy,13.723539838,17.6763174836,30.1502648056
healthy,14.0397620496,17.293393294,31.4494201714
healthy,14.3000525492,16.7604310299,32.6958995636
healthy,14.4968828276,16.0817403357,33.863467882
healthy,14.6236714283,15.2671229911,34.9271383561
healthy,14.6751475533,14.3317317872,35.8645883005
healthy,14.647674292,13.29549451,36.6574616685
healthy,14.5394999094,12.1821292487,37.2924123565
healthy,14.3509102566,11.0178356084,37.7617686532
healthy,14.0842642847,9.8297942867,38.06374762
healthy,13.7439066849,8.6446342669,38.2022093777
healthy,13.3359648915,7.4870267442,38.1860027173
healthy,12.8680498397,6.3785386052,38.0280028141
healthy,12.3488889409,5.3368327519,37.7439703937
healthy,11.7879244458,4.3752485955,37.3513664909
healthy,11.1949103778,3.5027449285,36.8682406635
healthy,10.5795371418,2.7241479172,36.3122799886
healthy,9.9511060039,2.0406236995,35.7000697175
healthy,9.3182674195,1.4502882397,35.0465816194
healthy,8.6888290851,0.9488735871,34.3648780149
healthy,8.0696326453,0.5303847792,33.6660006999
healthy,7.466492816,0.1877004727,32.9590043988
healthy,6.8841894285,-0.0869109363,32.2510924808
healthy,6.3265013993,-0.301371989,31.5478161321
healthy,5.7962715283,-0.4634738582,30.853304692
healthy,5.2954918974,-0.5806432824,30.1705025242
healthy,4.825401083,-0.6597864979,29.5013952611
healthy,4.3865860765,-0.7071962023,28.8472147461
healthy,3.9790834942,-0.7285077384,28.2086171533
healthy,3.6024761956,-0.7286919831,27.5858325565
healthy,3.2559827413,-0.7120742709,26.978786783
healthy,2.9385381803,-0.6823706845,26.3871979531
healthy,2.6488654711,-0.6427349538,25.8106509161
healthy,2.3855374371,-0.5958108805,25.2486530632
healthy,2.1470295717,-0.5437866076,24.7006749238
healthy,1.9317642774,-0.4884481682,24.1661786583
healthy,1.7381472817,-0.4312306137,23.644637175
healthy,1.5645970501,-0.3732656661,23.1355461658
healthy,1.4095680328,-0.3154253118,22.6384309401
healthy,1.2715685652,-0.2583610879,22.152849556
healthy,1.149174193,-0.2025390441,21.678393411
healthy,1.041037134,-0.1482705141,21.2146861773
healthy,0.9458925222,-0.0957389291,20.7613817356
healthy,0.8625620061,-0.045022961,20.3181615779
healthy,0.7899552087,0.0038836889,19.8847320077
healthy,0.7270694871,0.0510555293,19.4608213589
healthy,0.6729883705,0.0966212284,19.0461773696
healthy,0.6268789991,0.1407519655,18.6405647947
healthy,0.5879888364,0.1836518971,18.2437632945
healthy,0.5556418813,0.2255504717,17.8555656132
healthy,0.5292345685,0.2666963508,17.4757760395
healthy,0.5082315111,0.3073527179,17.1042091347
healthy,0.4921612076,0.3477937809,16.7406887047
healthy,0.4806118135,0.3883022948,16.3850469937
healthy,0.473227052,0.4291679562,16.0371240756
healthy,0.4697023244,0.4706865376,15.6967674225
healthy,0.4697810614,0.5131596506,15.3638316323
healthy,0.4732513485,0.5568950431,15.0381783014
healthy,0.4799428441,0.6022073514,14.7196760319
healthy,0.4897240047,0.64941924,14.408200566
healthy,0.5024996235,0.6988628789,14.1036350473
healthy,0.518208684,0.7508817118,13.805870407
healthy,0.5368225262,0.8058324862,13.5148058839
healthy,0.558343323,0.8640875176,13.230349685
healthy,0.5828028586,0.9260371729,12.952419802
healthy,0.6102616037,0.9920925589,12.6809450008
healthy,0.6408080801,1.0626884122,12.4158660087
healthy,0.6745585067,1.1382861861,12.1571369256
healthy,0.711656721,1.2193773365,11.9047268958
healthy,0.7522743703,1.3064868094,11.658622081
healthy,0.7966113654,1.4001767339,11.4188279835
healthy,0.8448965949,1.5010503262,11.1853721784
healthy,0.8973888934,1.6097560056,10.9583075225
healthy,0.9543782624,1.7269917244,10.7377159222
healthy,1.0161873393,1.8535095069,10.5237127524
healthy,1.0831731127,1.9901201865,10.3164520378
healthy,1.1557288786,2.1376983214,10.1161325251
healthy,1.2342864341,2.297187255,9.9230047944
healthy,1.3193184997,2.4696042705,9.7373795823
healthy,1.4113413614,2.6560457688,9.5596375159
healthy,1.510917714,2.8576923653,9.3902404863
healthy,1.6186596861,3.0758137663,9.2297449219
healthy,1.7352320125,3.3117732361,9.0788172564
healthy,1.8613553104,3.5670314021,8.9382519243
healthy,1.9978093977,3.8431490664,8.8089922512
healthy,2.1454365712,4.1417885928,8.6921546409
healthy,2.3051447329,4.4647133083,8.5890564915
healthy,2.477910219,4.8137842041,8.5012482869
healthy,2.6647801378,5.1909530207,8.4305503115
healthy,2.8668739684,5.5982505636,8.379094402
healthy,3.085384096,6.0377687997,8.3493710747
healthy,3.3215748723,6.5116349315,8.3442822222
healthy,3.5767796771,7.0219752271,8.3671993344
healthy,3.8523953211,7.5708659007,8.4220268289
healthy,4.1498729674,8.1602677864,8.5132695208
healthy,4.4707045529,8.7919409615,8.6461024682
healthy,4.8164034656,9.467334867,8.826440318
healthy,5.1884779777,10.1874489254,9.0610017597
healthy,5.5883956536,10.9526582576,9.3573626912
healthy,6.0175366619,11.7624990193,9.7239891065
healthy,6.4771336505,12.6154083484,10.170237493
healthy,6.9681956263,13.5084152666,10.7063066679
healthy,7.4914131975,14.4367815642,11.3431206265
healthy,8.0470426669,15.3935962638,12.0921174606
healthy,8.6347669546,16.3693343614,12.9649153874
healthy,9.2535323472,17.351400821,13.9728245159
healthy,9.9013618251,18.3236947332,15.1261738451
healthy,10.5751484577,19.2662461578,16.4334294432
healthy,11.2704362737,20.1549985595,17.9000946299
healthy,11.9812012566,20.9618305623,19.5274092299
healthy,12.699651601,21.6549275253,21.3109047798
healthy,13.416073675,22.1996192594,23.2389259648
healthy,14.1187573217,22.5597858965,25.2912913493
healthy,14.7940396077,22.6998895539,27.4383283217
healthy,15.4265076034,22.5876074968,29.6405605079
healthy,15.9993955949,22.1969228243,31.8493273444
healthy,16.4951977732,21.511384115,34.0085513105
healthy,16.8964926806,20.5271054961,36.0577242514
healthy,17.1869417058,19.2549875562,37.9359675901
healthy,17.3523853738,17.7216457463,39.5867695598
healthy,17.3819262036,15.9686695929,40.9627817006
healthy,17.2688656748,14.0500999485,42.0299433342
healthy,17.0113644167,12.0283513185,42.7702538839
healthy,16.6127233688,9.969131373,43.1827371749
healthy,16.0812360092,7.9361208839,43.2824865119
healthy,15.4296267991,5.9862074093,43.0980463698
healthy,14.674153248,4.1659093806,42.6676709219
healthy,13.8334937386,2.5093410347,42.0351309035
healthy,12.9275615222,1.0377461606,41.2457056629
healthy,11.9763762933,-0.239640251,40.3428371009
healthy,10.9990949698,-1.3238034288,39.3657047923
healthy,10.0132630979,-2.2236753404,38.3477731203
healthy,9.0343080228,-2.9537656954,37.3162054608
healthy,8.0752621254,-3.5319819787,36.2919529685
healthy,7.146682597,-3.9778057707,35.2902997163
healthy,6.2567235276,-4.3108904426,34.3216635918
healthy,5.41131441,-4.5500713934,33.3924931666
healthy,4.6144035457,-4.7127359389,32.5061482557
